downloads	academyAward	customerRating	movieID
976	0	1	1
960	0	3	2
2001	0	3	3
1035	0	2	4
3192	1	3	5
1571	0	2	6
3267	1	3	7
1275	0	1	8
2081	1	3	9
3403	1	3	10
1177	0	1	11
2996	1	3	12
1482	0	2	13
1578	0	3	14
3127	1	3	15
3194	1	3	16
2772	1	3	17
1369	0	2	18
1913	1	2	19
1594	0	2	20
3076	1	3	21
2172	0	3	22
1298	1	2	23
1583	1	2	24
1415	0	2	25
1832	0	3	26
793	1	1	27
2549	0	3	28
2375	0	3	29
3182	1	3	30
2543	0	3	31
2290	1	3	32
1574	0	3	33
2894	1	3	34
2193	0	2	35
2973	1	3	36
1014	1	2	37
1135	1	2	38
1508	0	1	39
669	1	2	40
1064	0	1	41
1474	0	2	42
2176	1	1	43
471	0	2	44
1322	0	3	45
2831	1	3	46
3034	1	3	47
2743	1	3	48
1644	1	2	49
1548	0	3	50
2894	1	3	51
1190	0	2	52
1608	0	3	53
1731	0	2	54
1248	0	2	55
894	1	1	56
1504	0	2	57
1457	0	2	58
1262	0	2	59
2010	0	3	60
1534	1	2	61
2294	1	2	62
1716	0	3	63
1185	1	1	64
2587	0	2	65
1193	0	2	66
2499	0	3	67
1839	1	2	68
3509	1	3	69
1228	1	1	70
2012	1	1	71
1957	0	2	72
1969	1	3	73
620	1	2	74
3503	1	3	75
941	0	2	76
1309	0	1	77
2369	1	2	78
3292	1	3	79
2602	1	3	80
1958	1	2	81
1554	0	3	82
593	0	1	83
1784	0	3	84
1951	1	2	85
599	0	1	86
3134	1	3	87
2169	0	2	88
1817	1	2	89
997	0	1	90
2991	1	3	91
2460	1	3	92
2945	0	2	93
1757	1	2	94
1726	1	2	95
1697	0	2	96
2236	1	2	97
2784	1	3	98
2855	1	3	99
2340	1	3	100
1428	0	1	101
3036	1	3	102
1387	0	2	103
1643	0	3	104
1603	0	2	105
1748	0	3	106
2971	1	3	107
2700	1	3	108
2210	0	3	109
2773	1	3	110
3655	1	3	111
2213	0	3	112
-38	0	1	113
1117	0	3	114
1571	0	3	115
1780	1	3	116
1408	0	3	117
3435	1	3	118
1043	1	2	119
1820	0	3	120
1656	0	1	121
2234	1	2	122
3024	1	3	123
1112	0	1	124
3003	1	3	125
1516	0	1	126
2713	1	3	127
1707	0	3	128
2652	1	3	129
1283	0	2	130
1514	1	2	131
1557	0	3	132
1440	1	2	133
2927	1	3	134
1632	0	2	135
1065	0	2	136
1203	0	1	137
1541	0	3	138
1326	1	2	139
1621	0	3	140
767	0	1	141
2650	1	3	142
1546	0	3	143
3253	1	3	144
774	1	1	145
1856	0	3	146
2394	0	3	147
2874	1	3	148
1084	0	1	149
1659	0	2	150
2107	0	3	151
1246	1	2	152
3123	1	3	153
2898	1	3	154
1164	0	3	155
2463	1	3	156
2994	1	3	157
2396	0	3	158
1090	0	1	159
2619	1	3	160
1497	0	2	161
1317	1	2	162
2836	1	3	163
690	0	2	164
2084	0	3	165
1614	0	1	166
1319	0	3	167
1485	0	1	168
1320	0	3	169
2673	1	3	170
2515	0	3	171
2710	1	3	172
2228	0	3	173
2521	1	3	174
690	0	1	175
1586	1	1	176
2623	1	3	177
1756	0	2	178
1674	0	3	179
1099	0	1	180
881	0	1	181
1488	1	2	182
1637	0	1	183
2888	1	3	184
2498	1	2	185
879	0	1	186
2353	0	3	187
973	0	1	188
1435	0	3	189
826	0	1	190
2624	1	3	191
1687	0	2	192
1073	1	1	193
2741	1	3	194
1262	1	1	195
1093	0	3	196
1351	0	1	197
711	0	2	198
2848	1	3	199
3375	1	3	200
1668	1	2	201
2730	1	3	202
814	0	1	203
2376	0	3	204
1386	0	3	205
1410	0	3	206
851	1	1	207
2052	1	2	208
1188	1	1	209
1909	1	2	210
1903	1	2	211
2943	1	3	212
1918	1	2	213
1686	1	1	214
1762	0	3	215
1261	0	2	216
2102	1	2	217
1444	1	1	218
1830	0	3	219
1419	0	3	220
1423	0	2	221
2125	0	3	222
1407	0	2	223
1901	1	2	224
2138	1	3	225
2229	0	3	226
1579	0	2	227
2522	1	3	228
1613	0	2	229
976	0	3	230
1439	1	1	231
1660	0	1	232
1935	0	3	233
1961	0	2	234
919	1	1	235
1607	0	3	236
1830	0	3	237
1080	0	2	238
1668	1	2	239
444	0	2	240
1739	1	1	241
985	0	1	242
2996	1	3	243
1913	0	3	244
2445	1	3	245
3293	1	3	246
3419	1	3	247
1898	0	2	248
1728	0	1	249
2974	1	3	250
1631	0	2	251
1287	0	2	252
1057	0	2	253
1939	1	2	254
2202	1	2	255
3500	1	3	256
1273	0	1	257
1286	0	3	258
1594	1	2	259
1936	1	2	260
2284	0	3	261
1083	1	2	262
2204	0	3	263
1545	1	2	264
2035	1	2	265
1037	1	1	266
3622	1	3	267
1237	0	2	268
3012	1	3	269
3260	1	3	270
1158	0	2	271
2853	1	3	272
2805	1	3	273
1780	0	2	274
2658	1	3	275
1147	0	2	276
3376	1	3	277
2793	1	3	278
2153	1	2	279
1540	0	2	280
3196	1	3	281
2946	1	3	282
1874	1	2	283
2081	1	3	284
996	1	2	285
2287	0	3	286
866	0	3	287
1407	0	2	288
2595	1	3	289
2579	0	3	290
1179	0	3	291
1259	0	2	292
1761	0	3	293
2972	1	3	294
3115	1	3	295
879	1	1	296
2273	1	3	297
3853	1	3	298
2500	1	3	299
983	1	1	300
